"index"	"authorship"	"citation"	"title"	"year"	"journal"	"DOI"	"https"	"whether_included"	"criteria1"	"criteria2"	"criteria3"	"theme"	"subtheme"	"scenarios"	"model_type"	"model_name"	"time_horizon"	"database"	"preagg_region"	"postagg_region"	"included_regions"	"preagg_comm"	"postagg_comm"	"whether_coupled"	"coupled_model_type"	"coupled_model_name"	"coupled_sect"	"type_coupling"	"method_coupling"	"software"	"solver"	"whether_sensitivity"
351	"Li J., Hamdi-Cherif M., Cassen C."	"(Li et al., 2017)"	"Aligning domestic policies with international coordination in a post-Paris global climate regime: A case for China"	2017	"Technological Forecasting and Social Change"	"10.1016/j.techfore.2017.06.027"	"https://doi.org/10.1016/j.techfore.2017.06.027"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"climate related"	"RDG"	"IMACLIM-R"	"2050"	"GTAP6, IEA"	87	12	"Africa,ANZ_Japan_South Korea,Brazil,Canada,China,Europe,India,Middle East,Rest of Asia,Rest of Latin America,Russia/FSU,United States"	57	12	"No"	""	""	""	""	""	"unspecified"	""	"ambiguous"
352	"Li Q., Scollay R., Gilbert J."	"(Li et al., 2017)"	"Analyzing the effects of the Regional Comprehensive Economic Partnership on FDI in a CGE framework with firm heterogeneity"	2017	"Economic Modelling"	"10.1016/j.econmod.2017.07.016"	"https://doi.org/10.1016/j.econmod.2017.07.016"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"liberalization"	"SG"	"FHFDI"	"2007"	"GTAP8"	129	3	"ANZ_India_Japan_South Korea,China,Rest of World"	57	5	"No"	""	""	""	""	""	"unspecified"	""	"No"
353	"Lin B., Jia Z."	"(Lin and Jia, 2017)"	"The impact of Emission Trading Scheme (ETS) and the choice of coverage industry in ETS: A case study in China"	2017	"Applied Energy"	"10.1016/j.apenergy.2017.08.098"	"https://doi.org/10.1016/j.apenergy.2017.08.098"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"emissions/CO2 related"	"RDG"	"CCI-ETS"	"2030"	"WIOD, China Input-Output Table (CIOA)"	NA	7	"Beijing,Chongqing,Guangschou,Hubei,Shanghai,Shenzhen,Tianjin"	42	14	"No"	""	""	""	""	""	"unspecified"	""	"No"
354	"Liu Y., Hu X., Feng K."	"(Liu et al., 2017)"	"Economic and environmental implications of raising China's emission standard for thermal power plants: An environmentally extended CGE analysis"	2017	"Resources, Conservation and Recycling"	"10.1016/j.resconrec.2015.12.005"	"https://doi.org/10.1016/j.resconrec.2015.12.005"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"regulations"	"SG"	""	"2007"	"China 2007 input-output"	NA	1	"China"	NA	135	"No"	""	""	""	""	""	"GEMPack"	""	"No"
355	"Mahadevan R., Nugroho A., Amir H."	"(Mahadevan et al., 2017)"	"Do inward looking trade policies affect poverty and income inequality? Evidence from Indonesia's recent wave of rising protectionism"	2017	"Economic Modelling"	"10.1016/j.econmod.2016.12.031"	"https://doi.org/10.1016/j.econmod.2016.12.031"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"export related,import related"	"RDG"	"INDOFISCAL"	"2008"	"Indonesia IO table w/ 2008 SAM integrated"	NA	1	"Indonesia"	175	95	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
356	"Millard R., Withey P., Lantz V., Ochuodho T.O."	"(Millard et al., 2017)"	"The general equilibrium costs and impacts of oil price shocks in Newfoundland and Labrador"	2017	"Energy Economics"	"10.1016/j.eneco.2017.09.003"	"https://doi.org/10.1016/j.eneco.2017.09.003"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"other energy related"	"RDG"	""	"2040"	"Statistics Canada"	NA	1	"Labrador_Newfoundland"	NA	21	"No"	""	""	""	""	""	"GAMS"	"CONOPT3"	"Yes"
357	"Moore F.C., Baldos U.L.C., Hertel T."	"(Moore et al., 2017)"	"Economic impacts of climate change on agriculture: a comparison of process-based and statistical yield models"	2017	"Environmental Research Letters"	"10.1088/1748-9326/aa6eb2"	"https://doi.org/10.1088/1748-9326/aa6eb2"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"agriculture"	"emissions/CO2 related,No adaptation,RCP scenario"	"SG"	"GTAP"	"2035-2065"	"GTAP9"	140	140	"Albania,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Cyprus,Czech Republic,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Ethiopia,Finland,France,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Honduras,Hong Kong,Hungary,India,Indonesia,Iran,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyz Republic,Laos,Latvia,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Malta,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Rest of Caribbean,Rest of Central Africa,Rest of East Asia,Rest of Eastern Africa,Rest of Eastern Europe,Rest of Europe,Rest of European Free Trade Association,Rest of Former Soviet Union,Rest of LAM/LAC/SAM,Rest of LAM/LAC/SAM,Rest of North Africa,Rest of North America,Rest of Oceania,Rest of SEA,Rest of South African Customs Union,Rest of South Asia,Rest of Western Africa,Rest of Western Asia,Rest of World,Romania,Russia/FSU,Rwanda,Saudi Arabia,Senegal,Singapore,Slovakia,Slovenia,South Africa/SACU,South Central Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Venezuela,Vietnam,Zambia,Zimbabwe"	57	4	"Yes"	"crop productivity"	""	"agriculture"	"loose"	"Coupled model output used in CGE/PE input"	"GAMS"	"CONOPT3"	"No"
358	"Nabernegg S., Bednar-Friedl B., Wagner F., Schinko T., Cofala J., Clement Y.M."	"(Nabernegg et al., 2017)"	"The deployment of low carbon technologies in energy intensive industries: A macroeconomic analysis for Europe, China and India"	2017	"Energies"	"10.3390/en10030360"	"https://doi.org/10.3390/en10030360"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"emissions/CO2 related"	"SG"	"NA (general equilibrium)"	"2030"	"GTAP8"	129	13	"Africa,Central EU,China,Emerging econmies,India,LAM/LAC/SAM,Mediterranean countries EU,North America,Northern EU,oil and gas exporters,Rest of Europe,Rest of Industrialized Countries,Rest of South and SE Asia"	57	16	"Yes"	"technology model"	"GAINS"	"technology"	"loose"	"Coupled model output used in CGE/PE input"	"unspecified"	""	"Yes"
359	"Pudjiastuti A.Q., Kembauw E."	"(Pudjiastuti and Kembauw, 2017)"	"Sugar price policy and indonesia’s trade balance"	2017	"Journal of Advanced Research in Law and Economics"	"10.14505/jarle.v8.8(30).26"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061856994&doi=10.14505%2fjarle.v8.8%2830%29.26&partnerID=40&md5=1e15ee0f9b44bf79ae4fbf577d61ddb9"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"agriculture"	"other energy related"	"SG"	""	"2008"	"2008 Indonesia SAM"	NA	2	"Indonesia,Rest of World"	NA	17	"No"	""	""	""	""	""	"GAMS-MPSGE"	""	"No"
360	"Rojas-Romagosa H."	"(Rojas 2017)"	"Potential Economic Effects of TTIP for the Netherlands"	2017	"Economist (Netherlands)"	"10.1007/s10645-017-9293-8"	"https://doi.org/10.1007/s10645-017-9293-8"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"FTA related,import related,non-tariff barrier"	"SG"	"WorldScan"	"2011"	"GTAP9"	140	8	"China,Europe,LAM/LAC/SAM,MENA,Rest of World,SEA,sub-Saharan Africa,United States"	57	21	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
361	"Romdhani A., Thabet B."	"(Romdhani and Thabet, 2017)"	"Access of Tunisian Fruits and Vegetables to the EU Market: Potential Impacts of the Revision of the Entry Price System"	2017	"Journal of Food Products Marketing"	"10.1080/10454446.2014.1000444"	"https://doi.org/10.1080/10454446.2014.1000444"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"agriculture"	"import related"	"SP"	""	"2009"	"COMEXT, TARIC, Tunisia national data"	NA	3	"Europe,Rest of World,Tunisia"	NA	3	"No"	""	""	""	""	""	"GAMS"	""	"No"
362	"Shuaibu M."	"(Shuaibu 2017)"	"The Effect of Trade Liberalisation on Poverty in Nigeria: A Micro–Macro Framework"	2017	"International Economic Journal"	"10.1080/10168737.2016.1221984"	"https://doi.org/10.1080/10168737.2016.1221984"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"import related"	"SG"	"EXTER"	"2006"	"2006 IFPRI SAM"	NA	2	"Nigeria,Rest of World"	NA	5	"No"	""	""	""	""	""	"GAMS"	""	"Yes"
363	"Sikdar C., Mukhopadhyay K."	"(Sikdar and Mukhopadhyay, 2017)"	"Economy-wide impact of TPP: new challenges to China"	2017	"Journal of Economic Structures"	"10.1186/s40008-017-0082-y"	"https://doi.org/10.1186/s40008-017-0082-y"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"FTA related,FTA related"	"SG"	"GTAP"	"2011"	"GTAP9"	140	14	"Australia,Brunei,Canada,Chile,China,Japan,Malaysia,Mexico,New Zealand,Peru,Rest of World,Singapore,United States,Vietnam"	57	22	"No"	""	""	""	""	""	"unspecified"	""	"No"
364	"Standardi G., Cai Y., Yeh S."	"(Standardi et al., 2017)"	"Sensitivity of modeling results to technological and regional details: The case of Italy's carbon mitigation policy"	2017	"Energy Economics"	"10.1016/j.eneco.2017.01.021"	"https://doi.org/10.1016/j.eneco.2017.01.021"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"emissions/CO2 related"	"SG"	"CTEM-20Lab"	"2007"	"GTAP8, ISTAT"	NA	20	"Abruzzo,Aosta Valleu,Apulia,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardy,Marche,Molise,Piedmont,Sardinia,SIcily,Trentino Alto Adige,Tuscany,Umbria,Veneto"	NA	19	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
365	"Tabeau A., van Meijl H., Overmars K.P., Stehfest E."	"(Tabeau et al., 2017)"	"REDD policy impacts on the agri-food sector and food security"	2017	"Food Policy"	"10.1016/j.foodpol.2016.11.006"	"https://doi.org/10.1016/j.foodpol.2016.11.006"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"forestry"	"forest related"	"RDG"	"MAGNET"	"2030"	"GTAP6, IMAGE2.4"	87	10	"Afghanistan_Bangladesh_India_Pakistan,ANZ,Canada_United States,China_Japan_North Korea_South Korea_Taiwan,Europe_Turkey,LAM/LAC/SAM,MENA,Russia/FSU,SEA,sub-Saharan Africa"	57	26	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
366	"Valverde G.O., Latorre M.C."	"(Valverde and Latorre, 2017)"	"No trans-pacific partnership? Good or bad for Mexico?"	2017	"Journal of International Trade Law and Policy"	"10.1108/JITLP-10-2016-0027"	"https://doi.org/10.1108/JITLP-10-2016-0027"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"export related,FTA related,import related,non-tariff barrier"	"SG"	"GTAP"	"2011"	"GTAP9"	140	3	"Mexico,Rest of World,United States"	57	10	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
367	"Van Ha P., Kompas T., Nguyen H.T.M., Long C.H."	"(Van Ha et al., 2017)"	"Building a better trade model to determine local effects: A regional and intertemporal GTAP model"	2017	"Economic Modelling"	"10.1016/j.econmod.2016.10.015"	"https://doi.org/10.1016/j.econmod.2016.10.015"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"FTA related"	"IDG"	"GTAP-INT"	"2233"	"GTAP9"	140	44	"Argentina,Australia,Brazil,Brunei,Cambodia_Laos_Myanmar_Timor-Leste,Canada,Caribbean,Central Africa,Chile,China,Eastern Africa,EFTA,Europe,France,Germany,India,Indonesia_Philippines_Thailand,Italy,Japan,LAM/LAC/SAM,Malaysia,Mexico,New Zealand,North Africa,Peru,Rest of East Asia,Rest of Eastern Europe,Rest of Europe,Rest of Former Soviet Union,Rest of LAM/LAC/SAM,Rest of North America,Rest of Oceania,Rest of South Asia,Rest of the World,Russia/FSU,Singapore,South Africa/SACU,South Central Africa,South Korea,United Kingdom,United States,Vietnam,Western Africa,Western Asia"	57	35	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
368	"Wesseh P.K., Jr., Lin B."	"(Wesseh et al., 2017)"	"Options for mitigating the adverse effects of fossil fuel subsidies removal in Ghana"	2017	"Journal of Cleaner Production"	"10.1016/j.jclepro.2016.09.214"	"https://doi.org/10.1016/j.jclepro.2016.09.214"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"agriculture related,subsidy related"	"SG"	"GTAP"	"2007"	"GTAP8"	129	14	"China,Cote d'Ivoire,East Asia,Europe,Ghana,LAM/LAC/SAM,MENA,Nigeria,North America,Rest of World,SEA,South Asia,sub-Saharan Africa,United States"	57	11	"No"	""	""	""	""	""	"unspecified"	""	"No"
369	"Xiang H., Kuang Y., Li C."	"(Xiang et al., 2017)"	"Impact of the China–Australia FTA on global coal production and trade"	2017	"Journal of Policy Modeling"	"10.1016/j.jpolmod.2017.01.001"	"https://doi.org/10.1016/j.jpolmod.2017.01.001"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"FTA related"	"SP"	"GSIM"	"2014"	"WTO"	NA	12	"Australia,China,Colombia,Germany,India,Indonesia,Japan,Rest of World,Russia/FSU,South Korea,United Kingdom,United States"	NA	1	"No"	""	""	""	""	""	"unspecified"	""	"No"
370	"Xu S.-C., Zhang W.-W., Gao C., Long R.-Y., Chen H."	"(Xu et al., 2017)"	"Impacts of carbon tariffs on China's economic structure and carbon intensity: Simulation analysis using a dynamic cge model"	2017	"Fresenius Environmental Bulletin"	""	"https://doi.org/"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"emissions/CO2 related"	"RDG"	""	"2030"	"2012 China SAM, UNCOMTRADE,GTAP9"	NA	5	"China,Europe,Japan,Rest of World,United States"	NA	22	"No"	""	""	""	""	""	"unspecified"	""	"No"
371	"Yamazaki M., Takeda S."	"(Yamazaki and Takeda, 2017)"	"A computable general equilibrium assessment of Japan’s nuclear energy policy and implications for renewable energy"	2017	"Environmental Economics and Policy Studies"	"10.1007/s10018-016-0164-3"	"https://doi.org/10.1007/s10018-016-0164-3"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"40 year extension,60 year nuclear power plant extension"	"RDG"	""	"2040"	"GTAP8.1"	134	12	"ANZ,Brazil,Canada,China,Europe,India,Japan,OPEC,other Asia,Rest of World,Russia/FSU,United States"	57	25	"No"	""	""	""	""	""	"unspecified"	""	"No"
372	"Yang F., Urban K., Brockmeier M., Bekkers E., Francois J."	"(Yang et al., 2017)"	"Impact of increasing agricultural domestic support on China's food prices considering incomplete international agricultural price transmission"	2017	"China Agricultural Economic Review"	"10.1108/CAER-01-2016-0001"	"https://doi.org/10.1108/CAER-01-2016-0001"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"agriculture"	"demand change,subsidy related"	"SG"	"GTAP"	"2011"	"GTAP9.1"	140	14	"Australia,Canada,China,EFTA,Europe,Japan,LAM/LAC/SAM,MENA,other Asian,Rest of World,SEA,South Korea,sub-Saharan Africa,United States"	57	26	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
373	"Zhang X., Qi T.-Y., Ou X.-M., Zhang X.-L."	"(Zhang et al., 2017)"	"The role of multi-region integrated emissions trading scheme: A computable general equilibrium analysis"	2017	"Applied Energy"	"10.1016/j.apenergy.2015.11.092"	"https://doi.org/10.1016/j.apenergy.2015.11.092"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"emissions/CO2 related"	"RDG"	"C-GEM"	"2020"	"GTAP8"	129	19	"ANZ,Brazil,Canada,China,developed Asia,developing SEA,Europe,India,Japan,LAM/LAC/SAM,Mexico,Middle East,Rest of Africa,Rest of Asia,Rest of Europe,Russia/FSU,South Africa/SACU,South Korea,United States"	57	20	"No"	""	""	""	""	""	"GAMS-MPSGE"	""	"No"
374	"Adam C., Bevan D., Gollin D."	"(Adam et al., 2018)"	"Rural–Urban Linkages, Public Investment and Transport Costs: The Case of Tanzania"	2018	"World Development"	"10.1016/j.worlddev.2016.08.013"	"https://doi.org/10.1016/j.worlddev.2016.08.013"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"increase public investment,reduced transportation costs"	"SG"	""	"2001"	"2001 Tanzania SAM"	NA	3	"Dar es Salaam,Mwanza,rural Tanzania"	NA	6	"No"	""	""	""	""	""	"unspecified"	""	"No"
375	"Ahmed S.A., Barış E., Go D.S., Lofgren H., Osorio-Rodarte I., Thierfelder K."	"(Ahmed et al., 2018)"	"Assessing the global poverty effects of antimicrobial resistance"	2018	"World Development"	"10.1016/j.worlddev.2018.06.022"	"https://doi.org/10.1016/j.worlddev.2018.06.022"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"health care cost increase,labor related,production/productivity change,production/productivity change,protectionism"	"RDG"	"GLOBE_DYN"	"2050"	"GTAP(2007), LAM SAM, SSA SAM, MENA SAM"	NA	5	"HICs,LICs,lower-middle-income countries,MICs,upper-middle-income countries"	57	6	"Yes"	"microsimulation"	"GIDD microsimulation"	"economic"	"loose"	"Coupled model uses CGE/PE output"	"unspecified"	""	"Yes"
376	"Almutairi K., Thoma G., Durand-Morat A."	"(Almutairi et al., 2018)"	"Ex-ante analysis of economic, social and environmental impacts of large-scale renewable and nuclear energy targets for global electricity generation by 2030"	2018	"Sustainability (Switzerland)"	"10.3390/su10082884"	"https://doi.org/10.3390/su10082884"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"renewable related"	"SG"	"GTAP-E"	"2030"	"GTAP9"	140	6	"China,Europe,India,Rest of World,Saudi Arabia,United States"	57	19	"No"	""	""	""	""	""	"unspecified"	""	"No"
377	"Babonneau F., Thalmann P., Vielle M."	"(Babonneau et al., 2018)"	"Defining deep decarbonization pathways for Switzerland: an economic evaluation"	2018	"Climate Policy"	"10.1080/14693062.2016.1227952"	"https://doi.org/10.1080/14693062.2016.1227952"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"emissions/CO2 related"	"RDG"	"GEMINI-E3"	"2050"	"GTAP8"	129	5	"BRIC,Europe,Rest of World,Switzerland,United States"	57	11	"No"	""	""	""	""	""	"unspecified"	""	"No"
378	"Balistreri E.J., Maliszewska M., Osorio-Rodarte I., Tarr D.G., Yonezawa H."	"(Balistreri et al., 2018)"	"Poverty, welfare and income distribution implications of reducing trade costs through deep integration in Eastern and Southern Africa"	2018	"Journal of African Economies"	"10.1093/jae/ejx024"	"https://doi.org/10.1093/jae/ejx024"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"liberalization"	"SG"	"NA (general equilibrium)"	"2030"	"GTAP8.1, I2D2"	134	10	"Botswana_Lesotho_Madagascar_Mauritius_Mozambique_Namibia_South Africa_Swaziland_Tanzania_Zambia_Zimbabwe,China,COMESA,Europe,Kenya,Rest of World,Rwanda,Tanzania,Uganda,United States"	57	18	"Yes"	"microsimulation"	"GIDD microsimulation"	"economic"	"loose"	"Coupled model uses CGE/PE output"	"unspecified"	""	"No"
379	"Beckman J., Zahniser S."	"(Beckman and Zahniser, 2018)"	"The effects on intraregional agricultural trade of ending NAFTA's market access provisions"	2018	"Canadian Journal of Agricultural Economics"	"10.1111/cjag.12188"	"https://doi.org/10.1111/cjag.12188"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"FTA related"	"SG"	""	"2017"	"GTAP10pr2"	141	4	"Canada,Mexico,Rest of World,United States"	65	14	"No"	""	""	""	""	""	"unspecified"	""	"No"
380	"Bokan N., Gerali A., Gomes S., Jacquinot P., Pisani M."	"(Bokan et al., 2018)"	"EAGLE-FLI: A macroeconomic model of banking and financial interdependence in the euro area"	2018	"Economic Modelling"	"10.1016/j.econmod.2017.09.024"	"https://doi.org/10.1016/j.econmod.2017.09.024"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"liquidity increase"	"IDG"	"EAGLE-FLI"	"2023"	"Eurostat"	NA	4	"Germany,Rest of EU,Rest of World,United States"	NA	3	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
381	"Bouët A., Laborde D."	"(Bouët and Laborde, 2018)"	"US trade wars in the twenty-first century with emerging countries: Make America and its partners lose again"	2018	"World Economy"	"10.1111/twec.12719"	"https://doi.org/10.1111/twec.12719"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"protectionism"	"SG"	"MIRA-GRODEP"	"2011"	"GTAP9.1"	140	17	"Albania_Armenia_Azerbaijan_Belarus_Georgia_Kazakhstan_Kyrgyz Republic_Mongolia_Rest of Eastern Europe_Rest of Europe_Rest of Former Soviet Union_Russia/FSU_Ukraine,Austria_Belgium_Bulgaria_Croatia_Cyprus_Czech Republic_Denmark_Estonia_Finland_France_Germany_Greece_Hungary_Ireland_Italy_Latvia_Lithuania_Luxembourg_Malta_Netherlands_Norway_Poland_Portugal_Rest of EFTA_Rest of World_Romania_Slovakia_Slovenia_Spain_Sweden_Switzerland_United Kingdom,Canada,China,Costa Rica_El Salvador_Guatemala_Nicaragua,Dominican Republic_Jamaica_Puerto Rico_Rest of Caribbean_Trinidad and Tobago,Egypt_Israel_Jordan_Morocco_Rest of Western Asia_Tunisia_Turkey,Japan,LAM/LAC/SAM,MENA,Mexico,Oceania,SEA,South Asia,South Korea,sub-Saharan Africa,United States"	57	24	"No"	""	""	""	""	""	"unspecified"	""	"ambiguous"
382	"Bouët A., Laborde D., Traoré F."	"(Bouët et al., 2018)"	"The European Union–West Africa Economic Partnership Agreement: Small impact and new questions"	2018	"Journal of International Trade and Economic Development"	"10.1080/09638199.2017.1337803"	"https://doi.org/10.1080/09638199.2017.1337803"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"liberalization"	"RDG"	"MIRAGRODEP"	"2035"	"GTAP9"	140	17	"Asia,Australia_New Zealand_Norway_Rest of EFTA_Rest of World_Switzerland,Benin,Botswana_Cameroon_Ethiopia_Kenya_Madagascar_Malawi_Mauritius_Mozambique_Namibia_Rest of Central Africa_Rest of Central America_Rest of Eastern Africa_Rest of Oceania_Rest of South African Custom Union_Rwanda_South Africa_Tanzania_Uganda_Zambia_Zimbabwe,Burkina Faso,CIS,Cote d'Ivoire,Dominican Republic_Jamaica_Puerto Rico_Rest of Caribbean_Trinidad and Tobago,Europe,Ghana,Guinea_Rest of Western Africa,LAM/LAC/SAM,MENA,Nigeria,North America,Senegal,Togo"	57	37	"Yes"	"microsimulation"	"microsimulation model"	"economic"	"loose"	"Coupled model uses CGE/PE output"	"unspecified"	""	"Yes"
383	"Bui C.-T., Ko J.-H., Amekawa Y., Isoda H., Ito S."	"(Bui et al., 2018)"	"A computable general equilibrium analysis of the potential impacts of TPP/TPP-11 and RCEP on agriculture in Vietnam"	2018	"Journal of the Faculty of Agriculture, Kyushu University"	""	"https://doi.org/"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"liberalization"	"SG"	""	"2025"	"GTAP7.1"	112	22	"Australia,Cambodia,Canada,Chile,China,Europe,India,Indonesia,Japan,Laos,Malaysia,Mexico,New Zealand,Peru,Philippines,Rest of SEA,Rest of World,Singapore,South Korea,Thailand,United States,Vietnam"	57	14	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
